,country,year,annual_co2_emmissions,health_spend_per_capita,life_expectancy,ozone_depleting_emissions,min_daily_ozone,mean_daily_ozone,population,pollution_deaths,PM2.5_ug_m3
1687,Antigua and Barbuda,1999,9.958188,316.37612705,72.205,22.1,97.0,102.9,2633000.0,623.74,21.3351855890692
1688,Antigua and Barbuda,2000,10.31399,373.22211861,72.327,20.21,89.0,98.7,2655000.0,633.9,19.7813378619162
1689,Antigua and Barbuda,2001,10.57644,352.98923715,72.487,15.97,91.0,100.9,2675000.0,652.14,19.0041362637354
1690,Antigua and Barbuda,2002,10.20258,303.7062767,72.683,12.5,131.0,157.4,2693000.0,645.51,18.6841884394081
1691,Antigua and Barbuda,2003,10.66706,303.70680859,72.911,13.1,91.0,108.7,2709000.0,638.1,19.9575940145187
1692,Antigua and Barbuda,2004,10.574223,332.07000441,73.167,9.71,102.0,123.5,2725000.0,636.76,21.3887804112409
1693,Antigua and Barbuda,2005,10.416539,285.18436267,73.446,7.12,103.0,113.8,2740000.0,625.12,25.2243100950846
1694,Antigua and Barbuda,2006,11.57721,341.93644427,73.739,6.64,84.0,98.4,2754000.0,626.08,25.4119846219934
1695,Antigua and Barbuda,2007,10.749231,408.82774665,74.038,4.73,108.0,116.2,2768000.0,699.79,22.5212476150274
1696,Antigua and Barbuda,2008,10.779635,456.94491018,74.334,3.36,101.0,114.0,2782000.0,756.25,22.4497867316846
1697,Antigua and Barbuda,2009,7.933788,418.17366126,74.619,3.78,97.0,107.9,2796000.0,821.48,22.7582774330828
1698,Antigua and Barbuda,2010,7.677295,426.41210452,74.883,3.36,119.0,128.5,2810000.0,789.72,22.5651947738403
1699,Antigua and Barbuda,2011,8.255605,433.74205157,75.122,3.08,95.0,106.5,2826000.0,809.33,19.6891576121559
1700,Antigua and Barbuda,2012,7.912829,480.89471243,75.334,3.37,124.0,139.3,2842000.0,826.01,20.02058998583
1701,Antigua and Barbuda,2013,8.492241,514.09869668,75.523,2.24,116.0,132.7,2859000.0,901.4,20.1001590243958
1702,Antigua and Barbuda,2014,7.679134,476.17910904,75.689,2.37,114.0,128.6,2875000.0,919.29,19.946890996114
1703,Antigua and Barbuda,2015,7.936619,,75.836,1.77,101.0,117.2,2891000.0,936.98,19.7598785029328
1704,Antigua and Barbuda,2016,8.141448,,75.97,1.64,114.0,123.2,2906000.0,960.71,20.9257274019075
1705,Antigua and Barbuda,2017,7.797546,,,,131.0,141.8,2921000.0,971.24,20.9872268685794
1706,Antigua and Barbuda,1990,1158.391311,,78.8368292682927,75.09,111.0,124.2,124505000.0,40337.91,43.7018791946207
1707,Antigua and Barbuda,1991,1170.065729,,79.1007317073171,68.67,94.0,119.0,124930000.0,41274.31,43.8168703627012
1708,Antigua and Barbuda,1992,1179.740098,,79.1539024390244,66.03,105.0,114.3,125331000.0,42295.72,44.227207948034
1709,Antigua and Barbuda,1993,1172.647309,,79.2936585365854,58.9,104.0,112.6,125707000.0,42906.01,48.0010895231636
1710,Antigua and Barbuda,1994,1227.56684,,79.6870731707317,37.77,73.0,92.3,126053000.0,42395.42,45.8341667757042
1711,Antigua and Barbuda,1995,1239.928158,1533.51562077,79.5363414634147,31.27,,,126365000.0,43321.46,45.9224951488557
1712,Antigua and Barbuda,1996,1251.867569,1567.22639237,80.200243902439,22.5,103.0,108.8,126644000.0,42214.2,48.2268903647252
1713,Antigua and Barbuda,1997,1245.112034,1675.08857919,80.4241463414634,20.73,99.0,108.8,126893000.0,42019.17,51.1129131584606
1714,Antigua and Barbuda,1998,1205.416319,1724.9749588,80.5014634146342,25.97,86.0,98.8,127117000.0,43150.25,52.4283928530486
1715,Antigua and Barbuda,1999,1242.015307,1826.15805981,80.5707317073171,22.1,97.0,102.9,127326000.0,44028.25,49.0184173958992
1716,Antigua and Barbuda,2000,1264.844261,1973.95447114,81.0760975609756,20.21,89.0,98.7,127524000.0,43208.05,48.8113588116187
1717,Antigua and Barbuda,2001,1250.211046,2054.78528765,81.4170731707317,15.97,91.0,100.9,127714000.0,43316.23,
1718,Antigua and Barbuda,2002,1279.452965,2137.32455964,81.5634146341463,12.5,131.0,157.4,127893000.0,43628.71,25.9303175592382
1719,Antigua and Barbuda,2003,1287.642182,2234.58053727,81.76,13.1,91.0,108.7,128058000.0,44965.71,25.1407673564668
1720,Antigua and Barbuda,2004,1282.872083,2359.95332661,82.030243902439,9.71,102.0,123.5,128204000.0,45603.67,27.1663391792803
1721,Antigua and Barbuda,2005,1290.056277,2490.66938769,81.9251219512195,7.12,103.0,113.8,128326000.0,47401.36,25.5306219965412
1722,Antigua and Barbuda,2006,1266.828606,2604.02162375,82.3219512195122,6.64,84.0,98.4,128423000.0,47598.29,22.7214164961503
1723,Antigua and Barbuda,2007,1302.524285,2747.22483946,82.5070731707317,4.73,108.0,116.2,128494000.0,48459.04,22.762518729229
1724,Antigua and Barbuda,2008,1231.909525,2879.78712185,82.5875609756098,3.36,101.0,114.0,128539000.0,49188.64,22.6939979553221
1725,Antigua and Barbuda,2009,1162.647866,3031.26409483,82.9314634146342,3.78,97.0,107.9,128555000.0,49520.23,21.8760061306312
1726,Antigua and Barbuda,2010,1214.068556,3232.15335908,82.8426829268293,3.36,119.0,128.5,128542000.0,50668.01,21.778263922736
1727,Antigua and Barbuda,2011,1264.155127,3456.72990538,82.5912195121951,3.08,95.0,106.5,128499000.0,52266.34,25.5924797098727
1728,Antigua and Barbuda,2012,1305.43285,3621.57581372,83.0960975609756,3.37,124.0,139.3,128424000.0,50256.09,25.8924437370798
1729,Antigua and Barbuda,2013,1314.702999,3713.12664985,83.3319512195122,2.24,116.0,132.7,128314000.0,51078.95,
1730,Antigua and Barbuda,2014,1263.049942,3726.67637444,83.5878048780488,2.37,114.0,128.6,128169000.0,49418.79,56.1455385699985
1731,Antigua and Barbuda,2015,1222.781315,,83.7939024390244,1.77,101.0,117.2,127985000.0,49736.99,56.9492238156711
1732,Antigua and Barbuda,2016,1203.167018,,83.9848780487805,1.64,114.0,123.2,127763000.0,48674.29,56.0507586193984
1733,Antigua and Barbuda,2017,1187.661454,,,,131.0,141.8,127503000.0,50406.93,60.2541468689801
1734,Antigua and Barbuda,1990,10.477856,,69.872,75.09,111.0,124.2,3566000.0,1068.85,62.6081099621845
1735,Antigua and Barbuda,1991,9.902967,,70.113,68.67,94.0,119.0,3760000.0,1093.24,63.3996461465356
1736,Antigua and Barbuda,1992,11.983069,,70.331,66.03,105.0,114.3,3978000.0,1112.62,64.6873762070074
1737,Antigua and Barbuda,1993,11.774064,,70.529,58.9,104.0,112.6,4202000.0,1175.55,70.2274115192533
1738,Antigua and Barbuda,1994,13.249482,,70.712,37.77,73.0,92.3,4410000.0,1205.88,71.6234362393057
1739,Antigua and Barbuda,1995,13.207729,450.65887569,70.885,31.27,,,4589000.0,1245.28,77.9066455239145
1740,Antigua and Barbuda,1996,13.826424,478.62199035,71.053,22.5,103.0,108.8,4733000.0,1290.51,78.4971334937773
1741,Antigua and Barbuda,1997,14.073594,495.53878787,71.219,20.73,99.0,108.8,4849000.0,1304.75,18.7010210414067
1742,Antigua and Barbuda,1998,14.251858,526.59164109,71.386,25.97,86.0,98.8,4944000.0,1322.67,17.0007429934618
1743,Antigua and Barbuda,1999,14.265373,547.61631027,71.556,22.1,97.0,102.9,5032000.0,1334.92,15.7851970929428
1744,Antigua and Barbuda,2000,15.200037,592.69454841,71.73,20.21,89.0,98.7,5122000.0,1326.98,15.2607799578522
1745,Antigua and Barbuda,2001,15.610494,643.30035715,71.907,15.97,91.0,100.9,5217000.0,1341.5,15.3186461097292
1746,Antigua and Barbuda,2002,16.420674,663.43614108,72.083,12.5,131.0,157.4,5318000.0,1351.27,15.3291441764793
1747,Antigua and Barbuda,2003,16.982038,652.81188121,72.256,13.1,91.0,108.7,5434000.0,1324.75,14.7234666615941
1748,Antigua and Barbuda,2004,18.669487,702.19655922,72.427,9.71,102.0,123.5,5580000.0,1345.53,14.8846010849838
1749,Antigua and Barbuda,2005,20.436099,745.69566163,72.594,7.12,103.0,113.8,5766000.0,1375.22,14.8470639358099
1750,Antigua and Barbuda,2006,20.527442,729.23780047,72.76,6.64,84.0,98.4,5992000.0,1420.17,15.2109892905166
1751,Antigua and Barbuda,2007,21.437013,802.6847951,72.924,4.73,108.0,116.2,6255000.0,1388.07,15.2300500930308
1752,Antigua and Barbuda,2008,20.717915,884.45821251,73.087,3.36,101.0,114.0,6556000.0,1361.46,
1753,Antigua and Barbuda,2009,21.336259,980.2638588,73.25,3.78,97.0,107.9,6893000.0,1371.68,
1754,Antigua and Barbuda,2010,20.614345,861.11594911,73.412,3.36,119.0,128.5,7262000.0,1397.61,6.27000409991721
1755,Antigua and Barbuda,2011,21.24377,865.82044,73.571,3.08,95.0,106.5,7663000.0,1431.01,6.26118247256618
1756,Antigua and Barbuda,2012,23.813106,834.67704793,73.729,3.37,124.0,139.3,8090000.0,1476.84,6.24560573317728
1757,Antigua and Barbuda,2013,23.812563,763.08103195,73.883,2.24,116.0,132.7,8519000.0,1546.37,6.09307332242665
1758,Antigua and Barbuda,2014,25.893914,797.59333291,74.034,2.37,114.0,128.6,8919000.0,1643.23,5.41970608916959
1759,Antigua and Barbuda,2015,25.270001,,74.182,1.77,101.0,117.2,9267000.0,1745.61,5.42030842374793
1760,Antigua and Barbuda,2016,23.994304,,74.329,1.64,114.0,123.2,9554000.0,1844.2,5.47414938602251
1761,Antigua and Barbuda,2017,25.467232,,,,131.0,141.8,9786000.0,1970.75,5.45939579676433
1762,Antigua and Barbuda,1990,281.213953,,68.3365853658537,75.09,111.0,124.2,16384000.0,5145.06,5.52542901684718
1763,Antigua and Barbuda,1991,271.741011,,67.9829268292683,68.67,94.0,119.0,16373000.0,5363.64,5.53385752400016
1764,Antigua and Barbuda,1992,246.741371,,67.7317073170732,66.03,105.0,114.3,16303000.0,5671.62,5.52544659504709
1765,Antigua and Barbuda,1993,219.390009,,66.7268292682927,58.9,104.0,112.6,16181000.0,6250.76,33.1821698173173
1766,Antigua and Barbuda,1994,185.835328,,65.6731707317073,37.77,73.0,92.3,16022000.0,6589.28,33.2837515055498
1767,Antigua and Barbuda,1995,178.207463,270.11166849,64.919512195122,31.27,,,15839000.0,6931.38,34.3399585741001
1768,Antigua and Barbuda,1996,163.543771,263.64003174,64.109756097561,22.5,103.0,108.8,15632000.0,7159.1,32.0779034418129
1769,Antigua and Barbuda,1997,155.572205,297.92443913,64.4634146341463,20.73,99.0,108.8,15406000.0,6977.88,22.8814844584456
1770,Antigua and Barbuda,1998,150.541203,310.02053899,64.5609756097561,25.97,86.0,98.8,15190000.0,6676.08,25.2100861205753
1771,Antigua and Barbuda,1999,124.952449,296.28547152,65.519512195122,22.1,97.0,102.9,15021000.0,6304.98,28.6499300026733
1772,Antigua and Barbuda,2000,148.756158,318.50075333,65.5170731707317,20.21,89.0,98.7,14923000.0,6446.87,29.0998279556327
1773,Antigua and Barbuda,2001,142.923904,308.75995499,65.7682926829268,15.97,91.0,100.9,14910000.0,6687.39,28.2384971679152
1774,Antigua and Barbuda,2002,160.804182,356.8607428,65.9682926829268,12.5,131.0,157.4,14976000.0,6896.54,22.9988541212014
1775,Antigua and Barbuda,2003,178.774595,403.27174315,65.8658536585366,13.1,91.0,108.7,15100000.0,7060.81,22.7088486773581
1776,Antigua and Barbuda,2004,188.475902,480.69332032,65.8878048780488,9.71,102.0,123.5,15250000.0,6905.49,132.261486414979
1777,Antigua and Barbuda,2005,202.326202,554.79502643,65.909756097561,7.12,103.0,113.8,15403000.0,6763.78,131.278695581421
1778,Antigua and Barbuda,2006,221.649319,574.05740575,66.1609756097561,6.64,84.0,98.4,15551000.0,6956.0,128.907725207197
1779,Antigua and Barbuda,2007,227.961079,543.29500894,66.5048780487805,4.73,108.0,116.2,15702000.0,7001.52,112.460808217433
1780,Antigua and Barbuda,2008,229.096301,648.81251495,67.0219512195122,3.36,101.0,114.0,15862000.0,6729.28,116.207913647193
1781,Antigua and Barbuda,2009,224.145629,741.26549823,68.4292682926829,3.78,97.0,107.9,16043000.0,6406.0,118.307170272437
1782,Antigua and Barbuda,2010,250.896958,849.49397234,68.2953658536585,3.36,119.0,128.5,16252000.0,6385.59,102.933741956851
1783,Antigua and Barbuda,2011,240.651228,842.47592164,68.98,3.08,95.0,106.5,16491000.0,6388.75,83.692217991766
1784,Antigua and Barbuda,2012,246.750442,943.00901743,69.61,3.37,124.0,139.3,16752000.0,6153.69,72.1032697042426
1785,Antigua and Barbuda,2013,254.547447,994.24818599,70.45,2.24,116.0,132.7,17026000.0,6050.0,190.88412581293
1786,Antigua and Barbuda,2014,278.775585,1068.06212381,71.62,2.37,114.0,128.6,17303000.0,5722.69,203.74389172404
1787,Antigua and Barbuda,2015,288.578116,,72.0,1.77,101.0,117.2,17572000.0,5961.0,81.4668852896432
1788,Antigua and Barbuda,2016,288.421372,,72.3,1.64,114.0,123.2,17831000.0,5821.38,77.8886146729812
1789,Antigua and Barbuda,2017,307.926537,,,,131.0,141.8,18080000.0,6090.42,74.5054507283442
1790,Antigua and Barbuda,1990,5.68609,,57.536,75.09,111.0,124.2,23725000.0,2295.85,59.9822709292164
1791,Antigua and Barbuda,1991,4.71035,,56.918,68.67,94.0,119.0,24522000.0,2388.35,51.5297654453882
1792,Antigua and Barbuda,1992,5.402084,,56.212,66.03,105.0,114.3,25326000.0,2492.02,53.3722471353436
1793,Arab World,1993,6.21518,,55.449,58.9,104.0,112.6,26136000.0,2593.37,50.0932169766024
1794,Arab World,1994,6.420445,,54.669,37.77,73.0,92.3,26951000.0,2689.05,46.3932515776191
1795,Arab World,1995,7.405492,68.31216992,53.911,31.27,,,27768000.0,2778.65,41.6027301719433
1796,Arab World,1996,9.154972,68.76828068,53.205,22.5,103.0,108.8,28589000.0,2873.83,115.123996107891
1797,Arab World,1997,8.119772,67.99863318,52.589,20.73,99.0,108.8,29416000.0,2962.07,122.478442019449
1798,Arab World,1998,9.896042,75.57269544,52.106,25.97,86.0,98.8,30250000.0,3040.75,
1799,Arab World,1999,10.029325,71.54775588,51.805,22.1,97.0,102.9,31099000.0,3103.06,
1800,Arab World,2000,10.30157,80.11587906,51.751,20.21,89.0,98.7,31965000.0,3206.17,11.0315433087976
1801,Arab World,2001,9.235654,81.8396119,52.004,15.97,91.0,100.9,32849000.0,3210.88,10.5631206519207
1802,Arab World,2002,7.819569,79.9546703,52.565,12.5,131.0,157.4,33752000.0,3269.74,10.4156197128904
1803,Arab World,2003,6.585572,80.15061759,53.413,13.1,91.0,108.7,34679000.0,3349.99,10.1936866577157
1804,Arab World,2004,7.437994,81.34194075,54.513,9.71,102.0,123.5,35635000.0,3419.9,8.48324244490347
1805,Arab World,2005,8.338637,88.11569198,55.819,7.12,103.0,113.8,36625000.0,3477.87,8.51995511603147
1806,Arab World,2006,9.336551,91.4932173,57.271,6.64,84.0,98.4,37649000.0,3583.49,8.54078212001511
1807,Arab World,2007,9.540385,94.07296852,58.784,4.73,108.0,116.2,38706000.0,3692.06,8.40540854677749
1808,Arab World,2008,9.911712,89.54680272,60.275,3.36,101.0,114.0,39792000.0,3798.61,8.37207968982674
1809,Arab World,2009,11.967744,97.01443575,61.68,3.78,97.0,107.9,40902000.0,3932.02,9.00067172474044
1810,Arab World,2010,11.745965,98.83523898,62.936,3.36,119.0,128.5,42031000.0,4102.57,9.02864275779511
1811,Arab World,2011,12.928061,137.20624298,64.008,3.08,95.0,106.5,43178000.0,4274.36,30.6110571206801
1812,Arab World,2012,11.986835,149.2181468,64.907,3.37,124.0,139.3,44343000.0,4438.09,30.4153653378894
1813,Arab World,2013,12.770431,158.0382434,65.651,2.24,116.0,132.7,45520000.0,4496.67,30.8137613159134
1814,Arab World,2014,13.773175,168.9817873,66.242,2.37,114.0,128.6,46700000.0,4595.13,31.7578005074011
1815,Arab World,2015,16.300552,,66.695,1.77,101.0,117.2,47878000.0,4626.62,31.1603649237105
1816,Arab World,2016,17.151782,,67.032,1.64,114.0,123.2,49052000.0,4810.22,29.5198047776976
1817,Arab World,2017,16.532539,,,,131.0,141.8,50221000.0,4999.29,30.2545557324818
1818,Arab World,1990,37.805754,,72.079,75.09,111.0,124.2,2095000.0,350.8,31.5762286569948
1819,Arab World,1991,14.915434,,72.232,68.67,94.0,119.0,2031000.0,323.59,32.8146321484277
1820,Arab World,1992,29.646908,,72.369,66.03,105.0,114.3,1912000.0,313.49,35.8690619298441
1821,Arab World,1993,49.129422,,72.496,58.9,104.0,112.6,1773000.0,321.39,36.0152757293651
1822,Arab World,1994,55.225755,,72.613,37.77,73.0,92.3,1659000.0,340.44,51.2583611529882
1823,Arab World,1995,54.588978,2164.37865043,72.722,31.27,,,1606000.0,363.15,41.4090441556884
1824,Arab World,1996,49.913597,2061.89390112,72.824,22.5,103.0,108.8,1627000.0,373.6,35.6236864894085
1825,Arab World,1997,54.670649,2225.6919662,72.917,20.73,99.0,108.8,1710000.0,409.63,28.9398140448989
1826,Arab World,1998,51.560587,2673.9824598,73.004,25.97,86.0,98.8,1831000.0,420.12,34.624971004093
1827,Arab World,1999,53.822204,2100.34129383,73.084,22.1,97.0,102.9,1952000.0,446.98,35.0021764426988
1828,Arab World,2000,53.384082,1478.10805283,73.16,20.21,89.0,98.7,2045000.0,456.0,34.1020109953698
1829,Arab World,2001,57.484678,2123.59938113,73.232,15.97,91.0,100.9,2103000.0,442.95,36.5235728414949
1830,Arab World,2002,57.97985,2136.8924982,73.3,12.5,131.0,157.4,2137000.0,452.71,38.4206780092797
1831,Arab World,2003,59.622934,2257.34358584,73.367,13.1,91.0,108.7,2162000.0,470.66,32.2682556182754
1832,Arab World,2004,63.107932,2121.16747962,73.434,9.71,102.0,123.5,2200000.0,503.61,31.9214125365599
1833,Arab World,2005,71.166439,1990.36328375,73.505,7.12,103.0,113.8,2270000.0,543.85,
1834,Arab World,2006,73.389091,1979.11506181,73.584,6.64,84.0,98.4,2374000.0,586.38,11.1544796192046
1835,Arab World,2007,74.874775,1919.60460948,73.67,4.73,108.0,116.2,2504000.0,610.96,11.0539207983053
1836,Arab World,2008,82.298264,1704.4821513,73.764,3.36,101.0,114.0,2656000.0,645.66,11.0102106658572
1837,Arab World,2009,86.954927,3004.51903029,73.868,3.78,97.0,107.9,2821000.0,646.36,11.6645454484083
1838,Arab World,2010,89.272225,1992.46907837,73.979,3.36,119.0,128.5,2992000.0,627.65,10.5537211116176
1839,Arab World,2011,86.262629,1996.64405008,74.096,3.08,95.0,106.5,3168000.0,632.25,9.97585591571358
1840,Arab World,2012,100.07298,2017.85263455,74.217,3.37,124.0,139.3,3349000.0,671.32,10.2133002137926
1841,Arab World,2013,93.582752,1968.30494708,74.338,2.24,116.0,132.7,3526000.0,695.14,10.6803289546942
1842,Arab World,2014,91.033348,2319.60464971,74.458,2.37,114.0,128.6,3691000.0,695.36,11.023735139386
1843,Arab World,2015,96.264921,,74.577,1.77,101.0,117.2,3836000.0,760.5,11.3815150854166
1844,Arab World,2016,101.574341,,74.694,1.64,114.0,123.2,3957000.0,787.93,11.2866785979114
1845,Arab World,2017,104.784007,,,,131.0,141.8,4056000.0,835.96,10.5727272606321
1846,Arab World,1990,21.10733,,68.2975609756098,75.09,111.0,124.2,4373000.0,1962.66,9.98378223447674
1847,Arab World,1991,18.494524,,68.5512195121951,68.67,94.0,119.0,4420000.0,2009.26,9.57901624706219
1848,Arab World,1992,11.082084,,68.1024390243903,66.03,105.0,114.3,4454000.0,2080.82,8.81055292424576
1849,Arab World,1993,8.501585,,67.1926829268293,58.9,104.0,112.6,4484000.0,2178.25,8.94038091887876
1850,Arabian Peninsula,1994,6.145841,,66.0390243902439,37.77,73.0,92.3,4519000.0,2222.02,8.65690114318432
1851,Arabian Peninsula,1995,4.511048,73.33475754,65.790243902439,31.27,,,4566000.0,2150.3,8.56790942846398
1852,Arabian Peninsula,1996,5.664199,75.18606212,66.5439024390244,22.5,103.0,108.8,4629000.0,2143.38,8.68809345275403
1853,Arabian Peninsula,1997,5.573046,76.00404935,66.8926829268293,20.73,99.0,108.8,4706000.0,2138.4,8.8718542396845
1854,Arabian Peninsula,1998,5.913137,86.58470604,67.0512195121951,25.97,86.0,98.8,4787000.0,2135.15,7.91317356487065
1855,Arabian Peninsula,1999,4.646845,81.46111895,68.6560975609756,22.1,97.0,102.9,4861000.0,2070.99,7.87406759881411
1856,Arabian Peninsula,2000,4.602483,76.03104173,68.5585365853659,20.21,89.0,98.7,4921000.0,2012.12,17.4853428094628
1857,Arabian Peninsula,2001,3.862302,83.07579095,68.7073170731707,15.97,91.0,100.9,4963000.0,2027.7,16.1603261381547
1858,Arabian Peninsula,2002,4.919282,95.19906651,68.1560975609756,12.5,131.0,157.4,4991000.0,2054.8,15.7686554289983
1859,Arabian Peninsula,2003,5.381619,103.33204903,68.2560975609756,13.1,91.0,108.7,5014000.0,2090.4,15.1485121733964
1860,Arabian Peninsula,2004,5.806822,116.05640032,68.1536585365854,9.71,102.0,123.5,5039000.0,2074.86,14.4177226064645
1861,Arabian Peninsula,2005,5.51362,124.00449222,67.9560975609756,7.12,103.0,113.8,5075000.0,2066.13,14.2763649577808
1862,Arabian Peninsula,2006,5.418963,150.91220216,67.6951219512195,6.64,84.0,98.4,5124000.0,2110.97,14.234877990066
1863,Arabian Peninsula,2007,6.518275,169.59303505,67.8951219512195,4.73,108.0,116.2,5184000.0,2097.97,14.56236033376
1864,Arabian Peninsula,2008,7.548263,163.31406661,68.4512195121951,3.36,101.0,114.0,5255000.0,2035.28,14.8649596634123
1865,Arabian Peninsula,2009,6.737377,186.69943548,69.1024390243903,3.78,97.0,107.9,5335000.0,1942.39,14.9276949928819
1866,Arabian Peninsula,2010,6.312858,181.43822254,69.3,3.36,119.0,128.5,5422000.0,1882.12,14.9336174071425
1867,Arabian Peninsula,2011,7.553507,179.21080198,69.6024390243903,3.08,95.0,106.5,5518000.0,1881.58,65.70511037754
1868,Arabian Peninsula,2012,9.999826,202.24289489,70.0024390243902,3.37,124.0,139.3,5622000.0,1790.72,65.2818359801312
1869,Arabian Peninsula,2013,9.658456,214.33444519,70.2024390243902,2.24,116.0,132.7,5731000.0,1774.58,66.0312003426729
1870,Arabian Peninsula,2014,10.094579,215.05762807,70.4024390243902,2.37,114.0,128.6,5845000.0,1683.49,57.2001186670528
1871,Argentina,2015,10.277541,,70.6512195121951,1.77,101.0,117.2,5959000.0,1700.96,55.7170142545241
1872,Argentina,2016,9.640255,,70.9512195121951,1.64,114.0,123.2,6074000.0,1621.02,57.254346471007
1873,Argentina,2017,9.262863,,,,131.0,141.8,6190000.0,1634.2,60.1007590877397
1874,Argentina,1990,0.51296,,53.589,75.09,111.0,124.2,4258000.0,1005.29,57.5317158739607
1875,Argentina,1991,0.545936,,54.09,68.67,94.0,119.0,4379000.0,1034.81,55.3933505852903
1876,Argentina,1992,0.592889,,54.594,66.03,105.0,114.3,4500000.0,1049.1,76.4296427875636
1877,Argentina,1993,0.60755,,55.106,58.9,104.0,112.6,4620000.0,1067.22,77.9621781041318
1878,Argentina,1994,0.633191,,55.628,37.77,73.0,92.3,4736000.0,1083.26,31.3270909608302
1879,Argentina,1995,0.669827,55.22100994,56.158,31.27,,,4846000.0,1099.52,31.3691497292059
1880,Argentina,1996,0.750899,57.22401582,56.698,22.5,103.0,108.8,4951000.0,1122.6,32.6814264820013
1881,Argentina,1997,0.791147,76.52131474,57.246,20.73,99.0,108.8,5050000.0,1137.74,30.44921242421
1882,Argentina,1998,0.820423,89.94799745,57.801,25.97,86.0,98.8,5145000.0,1150.71,35.2931761740676
1883,Argentina,1999,0.846052,63.63662174,58.359,22.1,97.0,102.9,5235000.0,1156.68,35.4305868613816
1884,Argentina,2000,0.95818,60.10731356,58.923,20.21,89.0,98.7,5324000.0,1155.71,36.4956867912749
1885,Argentina,2001,1.060607,80.95744799,59.494,15.97,91.0,100.9,5410000.0,1179.55,36.8870954217368
1886,Argentina,2002,1.163157,84.89219435,60.07,12.5,131.0,157.4,5493000.0,1207.47,36.1529623318217
1887,Argentina,2003,1.217003,110.13976566,60.648,13.1,91.0,108.7,5577000.0,1233.01,47.6976390275763
1888,Argentina,2004,1.278815,110.20069457,61.224,9.71,102.0,123.5,5662000.0,1258.82,48.5560511225657
1889,Argentina,2005,1.337007,112.7478376,61.793,7.12,103.0,113.8,5752000.0,1272.78,7.79170995990785
1890,Argentina,2006,1.752515,123.11543044,62.348,6.64,84.0,98.4,5846000.0,1294.85,7.89997310258769
1891,Argentina,2007,1.830877,130.09677419,62.886,4.73,108.0,116.2,5945000.0,1308.93,7.8387606892349
1892,Argentina,2008,2.126546,91.3786923,63.402,3.36,101.0,114.0,6047000.0,1349.03,8.48447381297435
1893,Argentina,2009,2.664339,130.55824623,63.893,3.78,97.0,107.9,6149000.0,1356.96,6.20192041267226
1894,Argentina,2010,3.000264,102.16939814,64.357,3.36,119.0,128.5,6249000.0,1358.11,6.01607609462623
1895,Argentina,2011,3.16697,90.49198615,64.795,3.08,95.0,106.5,6348000.0,1293.31,6.2000439063433
1896,Argentina,2012,3.397881,97.41470086,65.208,3.37,124.0,139.3,6445000.0,1332.4,6.62251412385716
1897,Argentina,2013,4.00665,95.38842811,65.6,2.24,116.0,132.7,6541000.0,1351.04,6.46387652030548
1898,Argentina,2014,4.329279,98.46778237,65.975,2.37,114.0,128.6,6640000.0,1305.35,7.30702252397613
1899,Argentina,2015,8.805847,,66.335,1.77,101.0,117.2,6741000.0,1249.36,7.47949728727951
1900,Argentina,2016,14.261361,,66.683,1.64,114.0,123.2,6846000.0,1265.38,67.9990202160555
1901,Argentina,2017,17.914369,,,,131.0,141.8,6953000.0,1255.11,67.2809894613367
1902,Argentina,1990,19.504131,,69.2731707317073,75.09,111.0,124.2,2664000.0,1836.9,69.6141209711622
1903,Argentina,1991,17.78312,,69.0324390243903,68.67,94.0,119.0,2649000.0,1833.95,63.9100175654935
1904,Argentina,1992,14.079829,,68.3960975609756,66.03,105.0,114.3,2620000.0,1890.06,61.4293256520789
1905,Argentina,1993,11.818641,,66.7226829268293,58.9,104.0,112.6,2583000.0,2109.85,63.6250188529576
1906,Argentina,1994,10.296752,,65.6643902439025,37.77,73.0,92.3,2544000.0,2259.71,63.3060394072837
1907,Argentina,1995,9.090308,221.12250745,66.3912195121951,31.27,,,2508000.0,2080.13,64.2914649346317
1908,Argentina,1996,9.170268,250.08745953,68.7765853658537,22.5,103.0,108.8,2479000.0,1779.08,64.2536610814408
1909,Argentina,1997,8.645952,285.5933466,69.3492682926829,20.73,99.0,108.8,2453000.0,1695.39,75.0811049117934
1910,Argentina,1998,8.280688,310.22167828,69.0121951219512,25.97,86.0,98.8,2431000.0,1750.59,75.7507424307374
1911,Argentina,1999,7.695969,333.8082407,69.7429268292683,22.1,97.0,102.9,2408000.0,1664.55,
1912,Argentina,2000,7.064716,335.77549161,70.3146341463415,20.21,89.0,98.7,2384000.0,1625.6,17.5381994282154
1913,Argentina,2001,7.47439,382.75750118,70.7609756097561,15.97,91.0,100.9,2359000.0,1713.07,16.9873009722986
1914,Argentina,2002,7.502608,435.41347995,70.9609756097561,12.5,131.0,157.4,2333000.0,1694.4,17.0750120094643
1915,Argentina,2003,7.72259,463.6157556,71.2658536585366,13.1,91.0,108.7,2306000.0,1671.97,16.558474782775
1916,Argentina,2004,7.727756,544.74773664,72.0268292682927,9.71,102.0,123.5,2279000.0,1672.21,18.2428346795864
1917,Argentina,2005,7.806676,593.69157509,71.3560975609756,7.12,103.0,113.8,2252000.0,1738.56,17.8103189900081
1918,Argentina,2006,8.305734,733.35800825,70.8658536585366,6.64,84.0,98.4,2225000.0,1843.17,17.8603555366526
1919,Argentina,2007,8.631989,867.69503335,71.019512195122,4.73,108.0,116.2,2198000.0,1778.84,18.6798595662879
